id,name,source_ref,description,type_dims,level_dims,basis_dims,environment_dims,mode_dims,physicality_dims,cognitive_dims
f6b9d6e2-7f67-5986-84c6-9da5084edc2e,Firefighters,33-2011.00,"Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance.",,,,,,,
6d880cbb-e66e-5297-b226-917570243cf1,Fire Inspectors and Investigators,33-2021.00,"Inspect buildings to detect fire hazards and enforce local ordinances and state laws, or investigate and gather facts to determine cause of fires and explosions.",,,,,,,
2c65575c-ea20-5b71-ae52-7d5840b48475,Forest Fire Inspectors and Prevention Specialists,33-2022.00,"Enforce fire regulations, inspect forest for fire hazards, and recommend forest fire prevention or control measures. May report forest fires and weather conditions.",,,,,,,
79b21280-83b8-5a53-a7b4-654e06392d2c,Bailiffs,33-3011.00,Maintain order in courts of law.,,,,,,,
17805404-3cdb-5e9d-af64-1913cd380fa4,Correctional Officers and Jailers,33-3012.00,"Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions.",,,,,,,
725a4c19-160b-516c-aa07-654f2b6d5394,Detectives and Criminal Investigators,33-3021.00,"Conduct investigations related to suspected violations of federal, state, or local laws to prevent or solve crimes.",,,,,,,
09d04824-aa96-5a20-b362-25b27a623c2b,Police Identification and Records Officers,33-3021.02,"Collect evidence at crime scene, classify and identify fingerprints, and photograph evidence for use in criminal and civil cases.",,,,,,,
06c3086b-1548-55dd-9537-d96dce5ced60,Intelligence Analysts,33-3021.06,"Gather, analyze, or evaluate information from a variety of sources, such as law enforcement databases, surveillance, intelligence networks or geographic information systems. Use intelligence data to anticipate and prevent organized crime activities, such as terrorism.",,,,,,,
a2388a37-a12c-5458-8a2e-2b561a4237cf,Fish and Game Wardens,33-3031.00,Patrol assigned area to prevent fish and game law violations. Investigate reports of damage to crops or property by wildlife. Compile biological data.,,,,,,,
0be123fa-c01c-57e2-9ff6-a902a591b913,Parking Enforcement Workers,33-3041.00,"Patrol assigned area, such as public parking lot or city streets to issue tickets to overtime parking violators and illegally parked vehicles.",,,,,,,
e6715794-a526-5884-862b-39636ce20c8f,Police and Sheriff's Patrol Officers,33-3051.00,"Maintain order and protect life and property by enforcing local, tribal, state, or federal laws and ordinances. Perform a combination of the following duties: patrol a specific area; direct traffic; issue traffic summonses; investigate accidents; apprehend and arrest suspects, or serve legal processes of courts. Includes police officers working at educational institutions.",,,,,,,
69036607-2826-5a47-8076-40bd52c3c144,Customs and Border Protection Officers,33-3051.04,"Investigate and inspect persons, common carriers, goods, and merchandise, arriving in or departing from the United States or between states to detect violations of immigration and customs laws and regulations.",,,,,,,
b06c0380-7397-5bc9-84c0-6ba42c48b236,Transit and Railroad Police,33-3052.00,"Protect and police railroad and transit property, employees, or passengers.",,,,,,,
52881d86-5b45-5952-a0c2-1bd9d9192694,Animal Control Workers,33-9011.00,"Handle animals for the purpose of investigations of mistreatment, or control of abandoned, dangerous, or unattended animals.",,,,,,,
a312f6c3-0803-5877-9085-87ca075659a0,Private Detectives and Investigators,33-9021.00,"Gather, analyze, compile, and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment.",,,,,,,
12fe4bd3-5905-5638-ba1d-ead570ed8632,Gambling Surveillance Officers and Gambling Investigators,33-9031.00,"Observe gambling operation for irregular activities such as cheating or theft by either employees or patrons. Investigate potential threats to gambling assets such as money, chips, and gambling equipment. Act as oversight and security agent for management and customers.",,,,,,,
f7324d47-b5db-5e5d-b19e-5b8d890971bb,Security Guards,33-9032.00,"Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment.",,,,,,,
e841a918-ff8b-5e52-81e6-e65b88ebf145,Crossing Guards and Flaggers,33-9091.00,"Guide or control vehicular or pedestrian traffic at such places as streets, schools, railroad crossings, or construction sites.",,,,,,,
c7ef3e98-92af-5c60-95bd-7b970be9bc4e,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092.00,"Monitor recreational areas, such as pools, beaches, or ski slopes, to provide assistance and protection to participants.",,,,,,,
2c4aca1d-2fc7-52a5-8ea5-f504249c4039,Transportation Security Screeners,33-9093.00,"Conduct screening of passengers, baggage, or cargo to ensure compliance with Transportation Security Administration (TSA) regulations. May operate basic security equipment such as x-ray machines and hand wands at screening checkpoints.",,,,,,,
365df635-82ae-54cf-b018-f303e78c0bf1,School Bus Monitors,33-9094.00,Maintain order among students on a school bus. Duties include helping students safely board and exit and communicating behavioral problems. May perform pretrip and posttrip inspections and prepare for and assist in emergency evacuations.,,,,,,,
2e6a5836-efa3-5fc1-a159-4af91fbd1997,Retail Loss Prevention Specialists,33-9099.02,"Implement procedures and systems to prevent merchandise loss. Conduct audits and investigations of employee activity. May assist in developing policies, procedures, and systems for safeguarding assets.",,,,,,,
58e804ae-0bb8-5804-a873-5760130950ce,Chefs and Head Cooks,35-1011.00,"Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts.",,,,,,,
133db35c-5dcc-5c5e-80ee-e37543f17767,First-Line Supervisors of Food Preparation and Serving Workers,35-1012.00,Directly supervise and coordinate activities of workers engaged in preparing and serving food.,,,,,,,
a9af7aa0-e671-5517-9af4-a4ebd685e5f1,"Cooks, Fast Food",35-2011.00,Prepare and cook food in a fast food restaurant with a limited menu. Duties of these cooks are limited to preparation of a few basic items and normally involve operating large-volume single-purpose cooking equipment.,,,,,,,
c4b6c1d9-041e-57ed-863e-08dd9ff12721,"Cooks, Institution and Cafeteria",35-2012.00,"Prepare and cook large quantities of food for institutions, such as schools, hospitals, or cafeterias.",,,,,,,
70186020-884c-5a9f-ad2d-2e3015f49835,"Cooks, Private Household",35-2013.00,Prepare meals in private homes. Includes personal chefs.,,,,,,,
4c55eca5-9335-51ce-9a82-ea615b67c2cc,"Cooks, Restaurant",35-2014.00,"Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu.",,,,,,,
8720e88b-a935-545b-994d-ff8147fd2f9c,"Cooks, Short Order",35-2015.00,Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables.,,,,,,,
9bea8d7a-e35b-58a8-aef1-22f64d050399,Food Preparation Workers,35-2021.00,"Perform a variety of food preparation duties other than cooking, such as preparing cold foods and shellfish, slicing meat, and brewing coffee or tea.",,,,,,,
c41e27e9-fd5e-55d2-8a94-f78aec7741c3,Bartenders,35-3011.00,"Mix and serve drinks to patrons, directly or through waitstaff.",,,,,,,
0adf74d3-d46f-571b-853b-08801739ae0e,Fast Food and Counter Workers,35-3023.00,Perform duties such as taking orders and serving food and beverages. Serve customers at counter or from a steam table. May take payment. May prepare food and beverages.,,,,,,,
a8adcb21-ef71-5c8f-beac-743087106b7f,Baristas,35-3023.01,Prepare or serve specialty coffee or other beverages. Serve food such as baked goods or sandwiches to patrons.,,,,,,,
0b2ca610-d907-531c-a0ad-77c5b4db95fc,Waiters and Waitresses,35-3031.00,Take orders and serve food and beverages to patrons at tables in dining establishment.,,,,,,,
0d082faf-9710-5ef9-990e-302b539df354,"Food Servers, Nonrestaurant",35-3041.00,"Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars.",,,,,,,
29f19ee6-f0bb-5295-b487-67249a3058c6,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011.00,"Facilitate food service. Clean tables; remove dirty dishes; replace soiled table linens; set tables; replenish supply of clean linens, silverware, glassware, and dishes; supply service bar with food; and serve items such as water, condiments, and coffee to patrons.",,,,,,,
48238635-5c63-5809-ae8f-ed6d5329dcac,Dishwashers,35-9021.00,"Clean dishes, kitchen, food preparation equipment, or utensils.",,,,,,,
bf83290c-7b62-51db-8478-7fa1c4df7caf,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,"Welcome patrons, seat them at tables or in lounge, and help ensure quality of facilities and service.",,,,,,,
a325d40b-7a99-501d-9c89-46ee8135558c,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011.00,"Directly supervise and coordinate work activities of cleaning personnel in hotels, hospitals, offices, and other establishments.",,,,,,,
3d6d361c-5574-557e-9732-f27215e3a314,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012.00,"Directly supervise and coordinate activities of workers engaged in landscaping or groundskeeping activities. Work may involve reviewing contracts to ascertain service, machine, and workforce requirements; answering inquiries from potential customers regarding methods, material, and price ranges; and preparing estimates according to labor, material, and machine costs.",,,,,,,
